"Internal Reference","Korporat Code","Name","Last Updated on","General State","Copackaging Routing Type/Display Name","MPS Lead Time","Ppc State"
"01403","MY-ELEOHB-W1G","Malaysia Wardah EyeXpert Optimum Hi-Black Liner 1 g (Pc(s))","2022-06-05 23:23:34","Confirmed","STD","5","Confirmed"
"02594","MY-RMASKEEPC-W","Malaysia Wardah EyeXpert Perfectcurl Mascara 7 g","2022-06-06 05:46:00","Confirmed","STD","5","Confirmed"
"01404","MY-MASKEEPC-W7G","Malaysia Wardah EyeXpert Perfectcurl Mascara 7 g (Pc(s))","2022-06-05 23:23:44","Confirmed","STD","5","Confirmed"
"02702","MY-RELESL-W","Malaysia Wardah EyeXpert Staylast Liquid Eyeliner 3.5 g","2022-06-06 05:46:06","Confirmed","STD","5","Confirmed"
"02595","MY-RMASKEEVE-W","Malaysia Wardah EyeXpert The Volume Expert Mascara 7 g","2022-06-06 05:46:10","Confirmed","STD","5","Confirmed"
"02314","MY-MASKEEVE-W","Malaysia Wardah EyeXpert The Volume Expert Mascara 7 gr (Pc(s))","2022-06-05 23:23:58","Confirmed","STD","5","Confirmed"
"02583","MY-RELBL-W","Malaysia Wardah Eyeliner Pencil Black 1.14 g","2022-06-06 01:08:17","Confirmed","STD","5","Confirmed"
"02584","MY-RELWH-W","Malaysia Wardah Eyeliner Pencil White 1.14 g","2022-06-06 05:46:20","Confirmed","STD","5","Confirmed"
"04283","MY-SRMELB-W","Malaysia Wardah Eyexpert Brow Lash Serum 10 ml","2022-07-14 02:18:36","Waiting for Approval","STD","2","Confirmed"
"01402","MY-REMEEM-W100ML","Malaysia Wardah Eyexpert Eye Makeup Remover for Eye & Lip 100 ml (Pc(s))","2022-06-05 23:24:12","Confirmed","STD","5","Confirmed"
"03605","MY-EBEXPMBD01-W","Malaysia Wardah Eyexpert Matic Brow Definer 01 LIGHT BROWN 0.25 g","2022-07-08 12:16:36","Confirmed","STD","5","Confirmed"
"01405","MY-ELESL-W3.5G","Malaysia Wardah Eyexpert Staylast Liquid Eyeliner 3.5 g (Pc(s))","2022-06-05 23:24:25","Confirmed","STD","5","Confirmed"
"P1650","MY-GWPEFSG-W","Malaysia Wardah GWP Everyday Fruity Sheer Lip Balm Holder Grape","2022-06-11 03:59:01","Confirmed","STD","5","Confirmed"
"P1649","MY-GWPEFSS-W","Malaysia Wardah GWP Everyday Fruity Sheer Lip Balm Holder Strawberry","2022-06-11 03:59:02","Confirmed","STD","5","Confirmed"
"P1652","MY-GWPEMLNGT-W","Malaysia Wardah GWP Everyday Moisture Lip Nutrition Holder Green Tea","2022-06-11 03:59:02","Confirmed","STD","5","Confirmed"
"P1651","MY-GWPEMLNH-W","Malaysia Wardah GWP Everyday Moisture Lip Nutrition Holder Honey","2022-06-11 03:59:02","Confirmed","STD","5","Confirmed"
"02881","MY-MRHDGN1-W","Malaysia Wardah Hydra Rose Dewy Aqua Day Gel 40 g","2022-06-06 05:46:47","Confirmed","STD","5","Confirmed"
"02992","MY-PRHDSSK-W","Malaysia Wardah Hydra Rose Dewy Skin Starter Kit (Facial Wash 20 ml, Toner 30 ml, Day Gel 8 ml)","2022-06-08 00:35:16","Confirmed","STD","5","Confirmed"
"02883","MY-FWRHMF-W","Malaysia Wardah Hydra Rose Gel to Foam Cleanser 100 ml","2022-06-06 05:46:55","Confirmed","STD","5","Confirmed"
"02880","MY-SRMRIH-W","Malaysia Wardah Hydra Rose Micro Gel Serum 30 ml","2022-06-06 05:46:58","Confirmed","STD","5","Confirmed"
"02882","MY-MRHOVN1-W","Malaysia Wardah Hydra Rose Moisture Rich Night Gel 40 g","2022-06-30 06:38:51","Confirmed","STD","5","Confirmed"
"02884","MY-FTRIHT-W","Malaysia Wardah Hydra Rose Petal Infused Toner 100 ml","2022-06-06 05:47:05","Confirmed","STD","5","Confirmed"
"03694","MY-FTRIHTN3-W","Malaysia Wardah Hydra Rose Petal Infused Toner 30 ml","2022-06-05 23:25:14","Confirmed","STD","5","Confirmed"
"01340","MY-HBLHAVG-W100ML","Malaysia Wardah Hydrating Aloe Vera Gel 100 ml (Pc(s))","2022-06-06 05:47:11","Confirmed","STD","3","Confirmed"
"01341","MY-MHC-W40ML","Malaysia Wardah Hydrating Moisturizer Cream 40 ml (Pc(s))","2022-06-06 05:47:14","Confirmed","STD","3","Confirmed"
"02257","MY-EBIPB3M01-W","Malaysia Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g","2022-06-05 23:25:28","Confirmed","STD","5","Confirmed"
"02739","MY-REBIPB3M01-W","Malaysia Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g","2022-06-06 01:08:17","Confirmed","STD","5","Confirmed"
"02740","MY-REBIPB3M02-W","Malaysia Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g","2022-06-06 01:08:17","Confirmed","STD","5","Confirmed"
"02258","MY-EBIPB3M02-W","Malaysia Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g","2022-06-05 23:25:41","Confirmed","STD","5","Confirmed"
"04267","MY-EBIPEM01-W","Malaysia Wardah Instaperfect BROWFLASH 3-in-1 Brow Perfector 01 True Brown 0.6 g","2022-07-01 08:40:48","Confirmed","STD","2","Confirmed"
"04268","MY-EBIPEM02-W","Malaysia Wardah Instaperfect BROWFLASH 3-in-1 Brow Perfector 02 Ash Brown 0.6 g","2022-07-01 08:40:48","Confirmed","STD","2","Confirmed"
"02222","MY-BOIPCBBC01-W","Malaysia Wardah Instaperfect CITY BLUSH Blusher Click 01. Bliss 5.6 g","2022-06-15 21:44:53","Confirmed","STD","5","Confirmed"
"02596","MY-RBOIPCBBC01-W","Malaysia Wardah Instaperfect CITY BLUSH Blusher Click 01. Bliss 5.6 g","2022-06-05 23:25:54","Confirmed","STD","5","Confirmed"
"02223","MY-BOIPCBBC02-W","Malaysia Wardah Instaperfect CITY BLUSH Blusher Click 02. Adore 5.6 g","2022-06-15 21:44:21","Confirmed","STD","5","Confirmed"
"02597","MY-RBOIPCBBC02-W","Malaysia Wardah Instaperfect CITY BLUSH Blusher Click 02. Adore 5.6 g","2022-06-05 23:26:02","Confirmed","STD","5","Confirmed"
"04330","MY-CONIP01-W","Malaysia Wardah Instaperfect Concealer 01 5 ml","2022-06-15 04:37:38","Confirmed","STD","2","Confirmed"
"04331","MY-CONIP02-W","Malaysia Wardah Instaperfect Concealer 02 5 ml","2022-06-15 02:58:09","Confirmed","STD","2","Confirmed"
"04332","MY-CONIP03-W","Malaysia Wardah Instaperfect Concealer 03 5 ml","2022-06-15 02:57:23","Confirmed","STD","2","Confirmed"
"04333","MY-CONIP04-W","Malaysia Wardah Instaperfect Concealer 04 5 ml","2022-06-15 04:11:25","Confirmed","STD","2","Confirmed"
"04334","MY-CONIP05-W","Malaysia Wardah Instaperfect Concealer 05 5 ml","2022-06-15 04:08:54","Confirmed","STD","2","Confirmed"
"04335","MY-CONIP06-W","Malaysia Wardah Instaperfect Concealer 06 5 ml","2022-06-15 04:35:13","Confirmed","STD","2","Confirmed"
"02234","MY-ELIPDM-W","Malaysia Wardah Instaperfect DYNAMATIC Microsmooth Liner 0.2 g","2022-06-05 23:27:03","Confirmed","STD","5","Confirmed"
"02598","MY-RELIPDM-W","Malaysia Wardah Instaperfect DYNAMATIC Microsmooth Liner 0.2 g","2022-06-05 23:27:06","Confirmed","STD","5","Confirmed"
"02888","MY-LIPEI01-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 01 EXCEPTIONAL 4.2 g","2022-06-06 05:48:39","Confirmed","STD","5","Confirmed"
"02889","MY-LIPEI02-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 02 TIMELESS 4.2 g","2022-06-06 05:48:44","Confirmed","STD","5","Confirmed"
"02890","MY-LIPEI03-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 03 SURREAL 4.2 g","2022-06-06 05:48:48","Confirmed","STD","5","Confirmed"
"02891","MY-LIPEI04-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 04 GRANDE 4.2 g","2022-06-06 05:48:53","Confirmed","STD","5","Confirmed"
"02892","MY-LIPEI05-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 05 SPLENDID 4.2 g","2022-06-06 05:48:56","Confirmed","STD","5","Confirmed"
"02893","MY-LIPEI06-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 06 AUTHENTIC 4.2 g","2022-06-06 05:49:00","Confirmed","STD","5","Confirmed"
"02894","MY-LIPEI07-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 07 EFFORTLESS 4.2 g","2022-06-06 05:49:04","Confirmed","STD","5","Confirmed"
"02895","MY-LIPEI08-W","Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 08 DASHING 4.2 g","2022-06-06 05:49:08","Confirmed","STD","5","Confirmed"
"02235","MY-EBIPGMC01-W","Malaysia Wardah Instaperfect GENIUSTWIST Matic Contour Brow-Brushed 01. BROWN 0.25 g","2022-06-05 23:27:48","Confirmed","STD","5","Confirmed"
"02599","MY-REBIPGMC01-W","Malaysia Wardah Instaperfect GENIUSTWIST Matic Contour Brow-Brushed 01. BROWN 0.25 g","2022-06-06 05:49:14","Confirmed","STD","5","Confirmed"
"02236","MY-EBIPGMC02-W","Malaysia Wardah Instaperfect GENIUSTWIST Matic Contour Brow-Brushed 02. DEEP GREY 0.25 g","2022-06-05 23:27:59","Confirmed","STD","5","Confirmed"
"02600","MY-REBIPGMC02-W","Malaysia Wardah Instaperfect GENIUSTWIST Matic Contour Brow-Brushed 02. DEEP GREY 0.25 g","2022-06-06 05:49:20","Confirmed","STD","5","Confirmed"
"02601","MY-RLIPGC01-W","Malaysia Wardah Instaperfect GLOSS CHIC Lip Crayon 01 Rhythm 2.7 g","2022-06-06 05:49:24","Confirmed","STD","5","Confirmed"
"02244","MY-LIPGC02-W","Malaysia Wardah Instaperfect GLOSS CHIC Lip Crayon 02 Clue 2.7 g","2022-06-05 23:28:16","Confirmed","STD","5","Confirmed"
"02602","MY-RLIPGC02-W","Malaysia Wardah Instaperfect GLOSS CHIC Lip Crayon 02 Clue 2.7 g","2022-06-06 05:49:34","Confirmed","STD","5","Confirmed"
"02603","MY-RLIPGC03-W","Malaysia Wardah Instaperfect GLOSS CHIC Lip Crayon 03 Mind 2.7 g","2022-06-06 05:49:40","Confirmed","STD","5","Confirmed"
"02604","MY-RELIPHPB-W","Malaysia Wardah Instaperfect HYPERGETIC Precise Black Liner 1 g","2022-06-06 01:08:17","Confirmed","STD","5","Confirmed"
"02233","MY-ELIPHPB-W","Malaysia Wardah Instaperfect HYPERGETIC Precise Black Liner 1 g","2022-06-05 23:28:35","Confirmed","STD","5","Confirmed"
"02605","MY-RTCIPMFPF11-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 11 FAIR 13 g","2022-06-24 05:53:24","Confirmed","STD","5","Confirmed"
"02246","MY-TCIPMFPF11-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 11. FAIR 13 g","2022-06-05 23:28:50","Confirmed","STD","5","Confirmed"
"02606","MY-RTCIPMFPF12-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 12 IVORY 13 g","2022-06-24 05:53:24","Confirmed","STD","5","Confirmed"
"02247","MY-TCIPMFPF12-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 12. IVORY 13 g","2022-06-05 23:29:02","Confirmed","STD","5","Confirmed"
"02607","MY-RTCIPMFPF13-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 13 BEIGE 13 g","2022-06-24 05:53:24","Confirmed","STD","5","Confirmed"
"02248","MY-TCIPMFPF13-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 13. BEIGE 13 g","2022-06-05 23:29:11","Confirmed","STD","5","Confirmed"
"02608","MY-RTCIPMFPF14-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 14 CRÉME13 g","2022-06-24 05:53:24","Confirmed","STD","5","Confirmed"
"02249","MY-TCIPMFPF14-W","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 14. CREME 13 g","2022-06-05 23:29:20","Confirmed","STD","5","Confirmed"
"02609","MY-RLIPMC01-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 01 Pace 3 g","2022-06-06 05:50:19","Confirmed","STD","5","Confirmed"
"02237","MY-LIPMC01-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 01 Pace 3 g","2022-06-05 23:29:30","Confirmed","STD","5","Confirmed"
"02610","MY-RLIPMC02-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 02 Morale 3 g","2022-06-06 05:50:25","Confirmed","STD","5","Confirmed"
"02611","MY-RLIPMC03-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 03 Honor 3 g","2022-06-06 05:50:29","Confirmed","STD","5","Confirmed"
"02612","MY-RLIPMC04-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 04 Joy 3 g","2022-06-06 05:50:36","Confirmed","STD","5","Confirmed"
"02613","MY-RLIPMC05-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 05 Sense 3 g","2022-06-06 05:50:42","Confirmed","STD","5","Confirmed"
"02241","MY-LIPMC05-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 05 Sense 3 g","2022-06-05 23:30:02","Confirmed","STD","5","Confirmed"
"02614","MY-RLIPMC06-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 06 Soul 3 g","2022-06-06 05:50:52","Confirmed","STD","5","Confirmed"
"02242","MY-LIPMC06-W","Malaysia Wardah Instaperfect MATTECENTRIC Lip Crayon 06 Soul 3 g","2022-06-05 23:30:13","Confirmed","STD","5","Confirmed"
"02615","MY-RLIPMLMP01-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 01. GLEE 5.5 g","2022-06-06 05:50:58","Confirmed","STD","5","Confirmed"
"02224","MY-LIPMLMP01-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 01. GLEE 5.5 g","2022-06-05 23:30:28","Confirmed","STD","5","Confirmed"
"02616","MY-RLIPMLMP02-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 02. DEAR 5.5 g","2022-06-06 05:51:04","Confirmed","STD","5","Confirmed"
"02225","MY-LIPMLMP02-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 02. DEAR 5.5 g","2022-06-05 23:30:32","Confirmed","STD","5","Confirmed"
"02226","MY-LIPMLMP03-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 03. CHIC 5.5 g","2022-06-05 23:30:43","Confirmed","STD","5","Confirmed"
"02617","MY-RLIPMLMP03-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 03. CHIC 5.5 g","2022-06-06 05:51:08","Confirmed","STD","5","Confirmed"
"02618","MY-RLIPMLMP04-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 04. VIBE 5.5 g","2022-06-06 05:51:18","Confirmed","STD","5","Confirmed"
"02619","MY-RLIPMLMP05-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 05. HYPE 5.5 g","2022-06-06 05:51:21","Confirmed","STD","5","Confirmed"
"02229","MY-LIPMLMP06-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR 5.5 g","2022-06-05 23:31:09","Confirmed","STD","5","Confirmed"
"02620","MY-RLIPMLMP06-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR 5.5 g","2022-06-06 05:51:27","Confirmed","STD","5","Confirmed"
"02230","MY-LIPMLMP07-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 07. DAZZLE 5.5 g","2022-06-05 23:31:21","Confirmed","STD","5","Confirmed"
"02621","MY-RLIPMLMP07-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 07. DAZZLE 5.5 g","2022-06-06 05:51:35","Confirmed","STD","5","Confirmed"
"02622","MY-RLIPMLMP08-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 08. EDGE 5.5 g","2022-06-06 05:51:45","Confirmed","STD","5","Confirmed"
"02231","MY-LIPMLMP08-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 08. EDGE 5.5 g","2022-06-05 23:31:32","Confirmed","STD","5","Confirmed"
"02623","MY-RLIPMLMP09-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 09. ICON 5.5 g","2022-06-06 05:51:49","Confirmed","STD","5","Confirmed"
"02232","MY-LIPMLMP09-W","Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 09. ICON 5.5 g","2022-06-05 23:31:42","Confirmed","STD","5","Confirmed"
"02252","MY-LIPMMS01-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 01. SWING 3.5 g","2022-06-05 23:31:52","Confirmed","STD","5","Confirmed"
"02624","MY-RLIPMMS01-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 01. SWING 3.5 g","2022-06-06 05:51:55","Confirmed","STD","5","Confirmed"
"02253","MY-LIPMMS02-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 02. NOBLE 3.5 g","2022-06-05 23:32:07","Confirmed","STD","5","Confirmed"
"02625","MY-RLIPMMS02-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 02. NOBLE 3.5 g","2022-06-06 05:52:05","Confirmed","STD","5","Confirmed"
"02626","MY-RLIPMMS03-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 03. FEMME 3.5 g","2022-06-06 05:52:08","Confirmed","STD","5","Confirmed"
"02254","MY-LIPMMS03-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 03. FEMME 3.5 g","2022-06-05 23:32:12","Confirmed","STD","5","Confirmed"
"02627","MY-RLIPMMS04-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 04. BUZZ 3.5 g","2022-06-06 05:52:17","Confirmed","STD","5","Confirmed"
"02255","MY-LIPMMS04-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 04. BUZZ 3.5 g","2022-06-05 23:32:26","Confirmed","STD","5","Confirmed"
"02628","MY-RLIPMMS05-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 05. FLUX 3.5 g","2022-06-06 05:52:24","Confirmed","STD","5","Confirmed"
"02256","MY-LIPMMS05-W","Malaysia Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 05. FLUX 3.5 g","2022-06-06 05:52:21","Confirmed","STD","5","Confirmed"
"02218","MY-CUSIPMB11-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 11. FAIR 15 g","2022-06-05 23:32:39","Confirmed","STD","5","Confirmed"
"02629","MY-RCUSIPMB11-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 11. FAIR 15 g","2022-06-06 05:52:28","Confirmed","STD","5","Confirmed"
"02219","MY-CUSIPMB12-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 12. IVORY 15 g","2022-06-05 23:32:49","Confirmed","STD","5","Confirmed"
"02630","MY-RCUSIPMB12-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 12. IVORY 15 g","2022-06-06 05:52:34","Confirmed","STD","5","Confirmed"
"02631","MY-RCUSIPMB13-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 13. BEIGE 15 g","2022-06-06 05:52:41","Confirmed","STD","5","Confirmed"
"02220","MY-CUSIPMB13-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 13. BEIGE 15 g","2022-06-05 23:33:01","Confirmed","STD","5","Confirmed"
"02632","MY-RCUSIPMB14-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 14. CRÉME 15 g","2022-06-05 23:33:15","Confirmed","STD","5","Confirmed"
"02221","MY-CUSIPMB14-W","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 14. CRÉME 15 g","2022-06-05 23:33:08","Confirmed","STD","5","Confirmed"
"02250","MY-PRMIPPF-W","Malaysia Wardah Instaperfect POREFECTION Skin Primer 20 ml","2022-06-05 23:33:20","Confirmed","STD","5","Confirmed"
"02633","MY-RPRMIPPF-W","Malaysia Wardah Instaperfect POREFECTION Skin Primer 20 ml","2022-06-06 05:52:57","Confirmed","STD","5","Confirmed"
"02251","MY-ESIPSCP-W","Malaysia Wardah Instaperfect SPOTLIGHT Chromatic Eye Palette 10 g","2022-06-05 23:34:33","Confirmed","STD","5","Confirmed"
"02634","MY-RESIPSCP-W","Malaysia Wardah Instaperfect SPOTLIGHT Chromatic Eye Palette 10 g","2022-06-06 05:53:44","Confirmed","STD","5","Confirmed"
"02723","MY-RLIM01-W","Malaysia Wardah Intense Matte Lipstick 01 Socialite Peach 2.3 g","2022-06-05 23:34:37","Confirmed","STD","5","Confirmed"
"01305","MY-LIM01-W2.3G","Malaysia Wardah Intense Matte Lipstick 01 Socialite Peach 2.3 g (Pc(s))","2022-06-05 23:34:42","Confirmed","STD","5","Confirmed"
"02724","MY-RLIM02-W","Malaysia Wardah Intense Matte Lipstick 02 Blushing Nude 2.3 g","2022-06-05 23:34:46","Confirmed","STD","5","Confirmed"
"01306","MY-LIM02-W2.3G","Malaysia Wardah Intense Matte Lipstick 02 Blushing Nude 2.3 g (Pc(s))","2022-06-05 23:34:49","Confirmed","STD","5","Confirmed"
"02725","MY-RLIM03-W","Malaysia Wardah Intense Matte Lipstick 03 Peach Perfect 2.3 g","2022-06-05 23:34:53","Confirmed","STD","5","Confirmed"
"01307","MY-LIM03-W2.3G","Malaysia Wardah Intense Matte Lipstick 03 Peach Perfect 2.3 g (Pc(s))","2022-06-05 23:34:58","Confirmed","STD","5","Confirmed"
"02726","MY-RLIM04-W","Malaysia Wardah Intense Matte Lipstick 04 Mauve Mellow 2.3 g","2022-06-05 23:35:01","Confirmed","STD","5","Confirmed"
"01308","MY-LIM04-W2.3G","Malaysia Wardah Intense Matte Lipstick 04 Mauve Mellow 2.3 g (Pc(s))","2022-06-06 05:54:11","Confirmed","STD","5","Confirmed"
"02727","MY-RLIM05-W","Malaysia Wardah Intense Matte Lipstick 05 Easy Brownie 2.3 g","2022-06-05 23:35:10","Confirmed","STD","5","Confirmed"
"01309","MY-LIM05-W2.3G","Malaysia Wardah Intense Matte Lipstick 05 Easy Brownie 2.3 g (Pc(s))","2022-06-05 23:35:16","Confirmed","STD","5","Confirmed"
"02728","MY-RLIM06-W","Malaysia Wardah Intense Matte Lipstick 06 Blooming Pink 2.3 g","2022-06-05 23:35:19","Confirmed","STD","5","Confirmed"
"01310","MY-LIM06-W2.3G","Malaysia Wardah Intense Matte Lipstick 06 Blooming Pink 2.3 g (Pc(s))","2022-06-05 23:35:25","Confirmed","STD","5","Confirmed"
"02729","MY-RLIM07-W","Malaysia Wardah Intense Matte Lipstick 07 Passionate Pink 2.3 g","2022-06-05 23:35:30","Confirmed","STD","5","Confirmed"
"01311","MY-LIM07-W2.3G","Malaysia Wardah Intense Matte Lipstick 07 Passionate Pink 2.3 g (Pc(s))","2022-06-06 05:54:31","Confirmed","STD","5","Confirmed"
"02730","MY-RLIM08-W","Malaysia Wardah Intense Matte Lipstick 08 Retro Red 2.3 g","2022-06-05 23:35:40","Confirmed","STD","5","Confirmed"
"01312","MY-LIM08-W2.3G","Malaysia Wardah Intense Matte Lipstick 08 Retro Red 2.3 g (Pc(s))","2022-06-05 23:35:44","Confirmed","STD","5","Confirmed"
"02731","MY-RLIM09-W","Malaysia Wardah Intense Matte Lipstick 09 Vibrant-Red 2.3 g","2022-06-05 23:35:48","Confirmed","STD","5","Confirmed"
"01313","MY-LIM09-W2.3G","Malaysia Wardah Intense Matte Lipstick 09 Vibrant-Red 2.3 g (Pc(s))","2022-06-05 23:35:51","Confirmed","STD","5","Confirmed"
"02732","MY-RLIM10-W","Malaysia Wardah Intense Matte Lipstick 10 Miss Terracotta 2.3 g","2022-06-05 23:35:55","Confirmed","STD","5","Confirmed"
"01314","MY-LIM10-W2.3G","Malaysia Wardah Intense Matte Lipstick 10 Miss Terracotta 2.3 g (Pc(s))","2022-06-06 05:54:49","Confirmed","STD","5","Confirmed"
"02733","MY-RLIM11-W","Malaysia Wardah Intense Matte Lipstick 11 Choco Town 2.3 g","2022-06-05 23:36:04","Confirmed","STD","5","Confirmed"
"01315","MY-LIM11-W2.3G","Malaysia Wardah Intense Matte Lipstick 11 Choco Town 2.3 g (Pc(s))","2022-06-06 05:54:56","Confirmed","STD","5","Confirmed"
"02734","MY-RLIM12-W","Malaysia Wardah Intense Matte Lipstick 12 Lady Burgundy 2.3 g","2022-06-05 23:36:13","Confirmed","STD","5","Confirmed"
"01316","MY-LIM12-W2.3G","Malaysia Wardah Intense Matte Lipstick 12 Lady Burgundy 2.3 g (Pc(s))","2022-06-06 05:55:02","Confirmed","STD","5","Confirmed"
"02293","MY-LIM13-W2.3G","Malaysia Wardah Intense Matte Lipstick 13 Yummy Brownie 2.3 g","2022-06-05 23:36:29","Confirmed","STD","5","Confirmed"
"02735","MY-RLIM13-W","Malaysia Wardah Intense Matte Lipstick 13 Yummy Brownie 2.3 g","2022-06-05 23:36:23","Confirmed","STD","5","Confirmed"
"02294","MY-LIM14-W2.3G","Malaysia Wardah Intense Matte Lipstick 14 Active Cerise 2.3 g","2022-06-05 23:36:38","Confirmed","STD","5","Confirmed"
"02736","MY-RLIM14-W","Malaysia Wardah Intense Matte Lipstick 14 Active Cerise 2.3 g","2022-06-05 23:36:32","Confirmed","STD","5","Confirmed"
"02737","MY-RLIM15-W","Malaysia Wardah Intense Matte Lipstick 15 Out of Red! 2.3 g","2022-06-05 23:36:43","Confirmed","STD","5","Confirmed"
"02295","MY-LIM15-W2.3G","Malaysia Wardah Intense Matte Lipstick 15 Out of Red! 2.3 g","2022-06-06 05:55:21","Confirmed","STD","5","Confirmed"
"02738","MY-RLIM16-W","Malaysia Wardah Intense Matte Lipstick 16 Pecan Pie 2.3 g","2022-06-05 23:36:52","Confirmed","STD","5","Confirmed"
"02296","MY-LIM16-W2.3G","Malaysia Wardah Intense Matte Lipstick 16 Pecan Pie 2.3 g","2022-06-06 05:55:28","Confirmed","STD","5","Confirmed"
"02635","MY-RTCLBB01-W","Malaysia Wardah Lightening BB Cake Powder 01 Light 11 g","2022-06-05 23:37:02","Confirmed","STD","5","Confirmed"
"01814","MY-TCLBB01-W11G","Malaysia Wardah Lightening BB Cake Powder 01 Light 11 gr (Pc(s))","2022-06-05 23:37:08","Confirmed","STD","5","Confirmed"
"02636","MY-RTCLBB02-W","Malaysia Wardah Lightening BB Cake Powder 02 Sheer Pink 11 g","2022-06-05 23:37:11","Confirmed","STD","5","Confirmed"
"01815","MY-TCLBB02-W11G","Malaysia Wardah Lightening BB Cake Powder 02 Sheer Pink 11 gr (Pc(s))","2022-06-06 05:55:41","Confirmed","STD","5","Confirmed"
"02637","MY-RTCLBB03-W","Malaysia Wardah Lightening BB Cake Powder 03 Natural 11 g","2022-06-05 23:37:22","Confirmed","STD","5","Confirmed"
"01816","MY-TCLBB03-W11G","Malaysia Wardah Lightening BB Cake Powder 03 Natural 11 gr (Pc(s))","2022-06-05 23:37:25","Confirmed","STD","5","Confirmed"
"02639","MY-RBBCLLN2-W","Malaysia Wardah Lightening BB Cream Light 15 ml","2022-06-06 05:55:51","Confirmed","STD","5","Confirmed"
