"Internal Reference","Korporat Code","Name","Last Updated on","General State","Copackaging Routing Type/Display Name","MPS Lead Time","Ppc State"
"DUSS-EMLC05H-W","DUSS-EMLC05H-W","Dus Sticker Exclusive Matte Lip Cream 05 (Hologram) W","2022-06-05 18:57:51","Confirmed","","5","Confirmed"
"DUSS-EMLC06H-W","DUSS-EMLC06H-W","Dus Sticker Exclusive Matte Lip Cream 06 (Hologram) W","2022-06-05 18:57:55","Confirmed","","5","Confirmed"
"DUSS-EMLC07H-W","DUSS-EMLC07H-W","Dus Sticker Exclusive Matte Lip Cream 07 (Hologram) W","2022-06-05 18:58:00","Confirmed","","5","Confirmed"
"DUSS-EMLC08H-W","DUSS-EMLC08H-W","Dus Sticker Exclusive Matte Lip Cream 08 (Hologram) W","2022-06-05 18:58:03","Confirmed","","5","Confirmed"
"DUSS-EMLC09H-W","DUSS-EMLC09H-W","Dus Sticker Exclusive Matte Lip Cream 09 (Hologram) W","2022-06-05 18:58:06","Confirmed","","5","Confirmed"
"DUSS-EMLC09R0-WM","DUSS-EMLC09R0-WM","Dus Sticker Exclusive Matte Lip Cream 09 WM","2022-06-05 18:58:11","Confirmed","","5","Confirmed"
"DUSS-EMLC10H-W","DUSS-EMLC10H-W","Dus Sticker Exclusive Matte Lip Cream 10 (Hologram) W","2022-06-05 18:58:14","Confirmed","","5","Confirmed"
"DUSS-EMLC11H-W","DUSS-EMLC11H-W","Dus Sticker Exclusive Matte Lip Cream 11 (Hologram) W","2022-06-05 18:58:20","Confirmed","","5","Confirmed"
"DUSS-EMLC11R0-WM","DUSS-EMLC11R0-WM","Dus Sticker Exclusive Matte Lip Cream 11 WM","2022-06-05 18:58:24","Confirmed","","5","Confirmed"
"DUSS-EMLC12H-W","DUSS-EMLC12H-W","Dus Sticker Exclusive Matte Lip Cream 12 (Hologram) W","2022-06-05 18:58:27","Confirmed","","5","Confirmed"
"DUSS-EMLC13H-W","DUSS-EMLC13H-W","Dus Sticker Exclusive Matte Lip Cream 13 (Hologram) W","2022-06-05 18:58:31","Confirmed","","5","Confirmed"
"DUSS-EMLC14H-W","DUSS-EMLC14H-W","Dus Sticker Exclusive Matte Lip Cream 14 (Hologram) W","2022-06-05 18:58:34","Confirmed","","5","Confirmed"
"DUSS-EMLC15H-W","DUSS-EMLC15H-W","Dus Sticker Exclusive Matte Lip Cream 15 (Hologram) W","2022-06-05 18:58:38","Confirmed","","5","Confirmed"
"DUSS-EMLC16H-W","DUSS-EMLC16H-W","Dus Sticker Exclusive Matte Lip Cream 16 (Hologram) W","2022-06-05 18:58:43","Confirmed","","5","Confirmed"
"DUSS-EMLC17H-W","DUSS-EMLC17H-W","Dus Sticker Exclusive Matte Lip Cream 17 (Hologram) W","2022-06-05 18:58:48","Confirmed","","5","Confirmed"
"DUSS-EMLC18H-W","DUSS-EMLC18H-W","Dus Sticker Exclusive Matte Lip Cream 18 (Hologram) W","2022-06-05 18:58:52","Confirmed","","5","Confirmed"
"DUSS-IMLCR0-W","DUSS-IMLCR0-W","Dus Sticker Instaperfect Mattecentric Lip Crayon W (Pc(s))","2022-06-05 18:59:00","Confirmed","","5","Confirmed"
"DUSS-LBBCL30R1-WM","DUSS-LBBCL30R1-WM","Dus Sticker LBBC Light 30 R1 WM","2022-06-30 08:49:13","Confirmed","","3","Confirmed"
"DUSS-LBBCL30-WM","DUSS-LBBCL30-WM","Dus Sticker LBBC Light 30 WM","2022-06-05 18:59:14","Confirmed","","3","Confirmed"
"DUSS-LBBCN30R1-WM","DUSS-LBBCN30R1-WM","Dus Sticker LBBC Natural 30 R1 WM","2022-06-30 08:49:22","Confirmed","","3","Confirmed"
"DUSS-LBBCN30-WM","DUSS-LBBCN30-WM","Dus Sticker LBBC Natural 30 WM","2022-06-05 17:53:04","Confirmed","","3","Confirmed"
"DUSS-LDC20RLR0-W","DUSS-LDC20RLR0-W","Dus Sticker Lightening Day Cream 20 Relaunch W","2022-06-05 18:59:38","Confirmed","","5","Confirmed"
"DUSS-LDC30RLR0-W","DUSS-LDC30RLR0-W","Dus Sticker Lightening Day Cream 30 Relaunch W","2022-06-05 18:59:41","Confirmed","","5","Confirmed"
"DUSS-LMP1R0-W","DUSS-LMP1R0-W","Dus Sticker Lightening Matte Powder 01 Wardah","2022-07-07 04:25:19","Confirmed","","1","Confirmed"
"DUSS-LMP2R0-W","DUSS-LMP2R0-W","Dus Sticker Lightening Matte Powder 02 Wardah","2022-06-30 08:47:13","Confirmed","","1","Confirmed"
"DUSS-LMP3R0-W","DUSS-LMP3R0-W","Dus Sticker Lightening Matte Powder 03 Wardah","2022-06-30 08:47:23","Confirmed","","1","Confirmed"
"DUSS-LMP4R0-W","DUSS-LMP4R0-W","Dus Sticker Lightening Matte Powder 04 Wardah","2022-06-30 08:47:30","Confirmed","","1","Confirmed"
"DUSS-LSA30R0-WM","DUSS-LSA30R0-WM","Dus Sticker Lightening Serum Ampoule 30 R0 WM","2022-06-05 18:59:45","Confirmed","","3","Confirmed"
"DUSS-LSA30R1-WM","DUSS-LSA30R1-WM","Dus Sticker Lightening Serum Ampoule 30 R1 WM","2022-06-05 18:59:50","Confirmed","","3","Confirmed"
"DUSS-MPASMG-EM","DUSS-MPASMG-EM","Dus Sticker Ms. Pimple AS Moist Gel 20 EM","2022-06-05 18:59:53","Confirmed","","3","Confirmed"
"DUSS-PBMS2820R1-WM","DUSS-PBMS2820R1-WM","Dus Sticker Perfect Bright Moisturizer SPF28 20 R1 WM","2022-06-30 08:47:38","Confirmed","","3","Confirmed"
"DUSS-PBMS2820-WM","DUSS-PBMS2820-WM","Dus Sticker Perfect Bright Moisturizer SPF28 20 WM","2022-06-05 19:00:02","Confirmed","","5","Confirmed"
"DUSS-PMFC21R0-MO","DUSS-PMFC21R0-MO","Dus Sticker Powerstay Matte Powder Foundation C21 MO","2022-06-05 19:00:06","Confirmed","","1","Confirmed"
"DUSS-PMFC31R0-MO","DUSS-PMFC31R0-MO","Dus Sticker Powerstay Matte Powder Foundation C31 MO","2022-06-05 19:00:11","Confirmed","","1","Confirmed"
"DUSS-PMFC41R0-MO","DUSS-PMFC41R0-MO","Dus Sticker Powerstay Matte Powder Foundation C41 MO","2022-06-05 19:00:15","Confirmed","","1","Confirmed"
"DUSS-PMFC51R0-MO","DUSS-PMFC51R0-MO","Dus Sticker Powerstay Matte Powder Foundation C51 MO","2022-06-05 19:00:20","Confirmed","","1","Confirmed"
"DUSS-PMFC62R0-MO","DUSS-PMFC62R0-MO","Dus Sticker Powerstay Matte Powder Foundation C62 MO","2022-06-05 19:00:26","Confirmed","","1","Confirmed"
"DUSS-PMFN10R0-MO","DUSS-PMFN10R0-MO","Dus Sticker Powerstay Matte Powder Foundation N10 MO","2022-06-05 19:00:30","Confirmed","","1","Confirmed"
"DUSS-PMFN20R0-MO","DUSS-PMFN20R0-MO","Dus Sticker Powerstay Matte Powder Foundation N20 MO","2022-06-05 19:00:33","Confirmed","","1","Confirmed"
"DUSS-PMFN30R0-MO","DUSS-PMFN30R0-MO","Dus Sticker Powerstay Matte Powder Foundation N30 MO","2022-06-05 19:00:38","Confirmed","","1","Confirmed"
"DUSS-PMFN40R0-MO","DUSS-PMFN40R0-MO","Dus Sticker Powerstay Matte Powder Foundation N40 MO","2022-06-05 19:00:43","Confirmed","","1","Confirmed"
"DUSS-PMFN50R0-MO","DUSS-PMFN50R0-MO","Dus Sticker Powerstay Matte Powder Foundation N50 MO","2022-06-05 19:00:47","Confirmed","","1","Confirmed"
"DUSS-PMFW12R0-MO","DUSS-PMFW12R0-MO","Dus Sticker Powerstay Matte Powder Foundation W12 MO","2022-06-05 19:00:52","Confirmed","","1","Confirmed"
"DUSS-PMFW21R0-MO","DUSS-PMFW21R0-MO","Dus Sticker Powerstay Matte Powder Foundation W21 MO","2022-06-05 19:00:56","Confirmed","","1","Confirmed"
"DUSS-PMFW22R0-MO","DUSS-PMFW22R0-MO","Dus Sticker Powerstay Matte Powder Foundation W22 MO","2022-06-05 19:01:01","Confirmed","","1","Confirmed"
"DUSS-PMFW30R0-MO","DUSS-PMFW30R0-MO","Dus Sticker Powerstay Matte Powder Foundation W30 MO","2022-06-05 19:01:05","Confirmed","","1","Confirmed"
"DUSS-PMFW32R0-MO","DUSS-PMFW32R0-MO","Dus Sticker Powerstay Matte Powder Foundation W32 MO","2022-06-05 19:01:10","Confirmed","","1","Confirmed"
"DUSS-PMFW33R0-MO","DUSS-PMFW33R0-MO","Dus Sticker Powerstay Matte Powder Foundation W33 MO","2022-06-05 19:01:14","Confirmed","","1","Confirmed"
"DUSS-PMFW41R0-MO","DUSS-PMFW41R0-MO","Dus Sticker Powerstay Matte Powder Foundation W41 MO","2022-06-05 19:01:19","Confirmed","","1","Confirmed"
"DUSS-PMFW42R0-MO","DUSS-PMFW42R0-MO","Dus Sticker Powerstay Matte Powder Foundation W42 MO","2022-06-05 19:01:23","Confirmed","","1","Confirmed"
"DUSS-PMFW50R0-MO","DUSS-PMFW50R0-MO","Dus Sticker Powerstay Matte Powder Foundation W50 MO","2022-06-05 19:01:28","Confirmed","","1","Confirmed"
"DUSS-PMFW60R0-MO","DUSS-PMFW60R0-MO","Dus Sticker Powerstay Matte Powder Foundation W60 MO","2022-06-05 19:01:32","Confirmed","","1","Confirmed"
"DUSS-RYAANC17R0-W","DUSS-RYAANC17R0-W","Dus Sticker Renew You NC 17 W","2022-06-05 19:01:51","Confirmed","","5","Confirmed"
"DUSS-WSPTE100-WM","DUSS-WSPTE100-WM","Dus Sticker WS Pure Treatment Essence 100 WM","2022-06-05 19:01:58","Confirmed","","5","Confirmed"
"DUSS-WHPMG40R1-WM","DUSS-WHPMG40R1-WM","Dus Sticker Witch Hazel Purifying Moisturizer Gel 40 R1 WM","2022-06-05 17:55:40","Confirmed","","3","Confirmed"
"DUSS-WHPMG40-WM","DUSS-WHPMG40-WM","Dus Sticker Witch Hazel Purifying Moisturizer Gel 40 WM","2022-06-05 19:02:09","Confirmed","","5","Confirmed"
"KBP-W100BR1-WM","KBP-W100BR1-WM","Karton Box Printing Wardah 100 Biasa R1","2022-06-05 21:50:10","Confirmed","","5","Confirmed"
"LAR-LICODDC-BULK","LAR-LICODDC-BULK","Larutan Ekstrak Pemutih O Dalam Silikon 200/50","2022-06-05 22:05:08","Confirmed","","5","Confirmed"
"LAR-KOH-BULK","LAR-KOH-BULK","Larutan KOH","2022-06-05 22:05:12","Confirmed","","5","Confirmed"
"LAR-KOH30%-BULK","LAR-KOH30%-BULK","Larutan KOH 30%","2022-06-05 22:05:15","Confirmed","","5","Confirmed"
"SAMP-LARC23A204-DCR17-X","SAMP-LARC23A204-DCR17-X","Larutan Sampel C23-A204 SunCROMA® D&C Red 17","2022-06-05 20:47:39","Confirmed","","0","Draft"
"LAR-WGL%-BULK","LAR-WGL%-BULK","Larutan Warna Green Larut Minyak 0.02 % Bulk (Kg)","2022-06-05 22:05:27","Confirmed","","5","Confirmed"
"LAR-WGT-BULK","LAR-WGT-BULK","Larutan Warna Green Timber","2022-07-08 03:08:10","Confirmed","","2","Confirmed"
"LAR-WMHTG-BULK","LAR-WMHTG-BULK","Larutan Warna Merah HTG","2022-06-05 22:05:36","Confirmed","","5","Confirmed"
"LCBP-MFTDQ-E","LCBP-MFTDQ-E","Lip Color Balm CSDQ + Block Printing","2022-06-05 22:16:36","Confirmed","","5","Confirmed"
"LCBP-MFTLCB07-E","LCBP-MFTLCB07-E","Lip Color Balm CSIQ + Block Printing","2022-06-05 22:16:40","Confirmed","","5","Confirmed"
"LCBP-MFTLQ-E","LCBP-MFTLQ-E","Lip Color Balm CSLQ + Block Printing","2022-06-05 22:16:43","Confirmed","","5","Confirmed"
"LCBP-MFTPQ-E","LCBP-MFTPQ-E","Lip Color Balm CSPQ + Block Printing","2022-06-05 22:16:49","Confirmed","","5","Confirmed"
"LCBP-MFTLCB09-E","LCBP-MFTLCB09-E","Lip Color Balm CSPR + Block Printing","2022-06-05 22:16:52","Confirmed","","5","Confirmed"
"LCBP-MFTLCB10-E","LCBP-MFTLCB10-E","Lip Color Balm CSRQ + Block Printing","2022-06-05 22:16:55","Confirmed","","5","Confirmed"
"LCBP-MFTSCQ-E","LCBP-MFTSCQ-E","Lip Color Balm CSSC + Block Printing","2022-06-05 22:16:59","Confirmed","","5","Confirmed"
"LCBP-MFTSHQ-E","LCBP-MFTSHQ-E","Lip Color Balm CSSH + Block Printing","2022-06-05 22:17:02","Confirmed","","5","Confirmed"
"LCBP-MFTSMQ-E","LCBP-MFTSMQ-E","Lip Color Balm CSSM + Block Printing","2022-06-05 22:17:06","Confirmed","","5","Confirmed"
"LCBP-MFTLCB08-E","LCBP-MFTLCB08-E","Lip Color Balm CSSP + Block Printing","2022-06-05 22:17:10","Confirmed","","5","Confirmed"
"WARN-UNPBRWNL88-MONO","WARN-UNPBRWNL88-MONO","Monokrom Brown 889","2022-06-06 06:19:42","Confirmed","","5","Confirmed"
"WARN-C196619-MONOKRO","WARN-C196619-MONOKRO","Monokrom C19-6619","2022-06-06 06:19:46","Confirmed","","5","Confirmed"
"WARN-C43001-MONOKROM","WARN-C43001-MONOKROM","Monokrom C43-001","2022-06-06 06:19:51","Confirmed","","5","Confirmed"
"WARN-C19011-MONEL","WARN-C19011-MONEL","Monokrom Elastomer C19-011","2022-06-06 06:19:57","Confirmed","","5","Confirmed"
"WARN-C19012-MONEL","WARN-C19012-MONEL","Monokrom Elastomer C19-012","2022-06-06 06:20:00","Confirmed","","5","Confirmed"
"WARN-C196619-MONEL","WARN-C196619-MONEL","Monokrom Elastomer C19-6619","2022-06-06 06:20:04","Confirmed","","5","Confirmed"
"WARN-C335138-MONEL","WARN-C335138-MONEL","Monokrom Elastomer C33-5138","2022-06-06 06:20:07","Confirmed","","5","Confirmed"
"WARN-C338073-MONEL","WARN-C338073-MONEL","Monokrom Elastomer C33-8073","2022-06-06 06:20:10","Confirmed","","5","Confirmed"
"WARN-TITOTS-MONEL","WARN-TITOTS-MONEL","Monokrom Elastomer Titan OTS","2022-06-06 06:20:13","Confirmed","","5","Confirmed"
"WARN-TOA403-MONEL","WARN-TOA403-MONEL","Monokrom Elastomer Tudor Oak","2022-06-06 06:20:16","Confirmed","","5","Confirmed"
"WARN-LSMC19011-BULK","WARN-LSMC19011-BULK","Monokrom LSM C19-011","2022-06-06 06:20:19","Confirmed","","5","Confirmed"
"WARN-C196619-BULK","WARN-C196619-BULK","Monokrom LSM C19-6619","2022-06-06 00:10:11","Confirmed","","2","Confirmed"
"WARN-LSMC715171-BULK","WARN-LSMC715171-BULK","Monokrom LSM C71-5171","2022-06-06 06:20:26","Confirmed","","5","Confirmed"
"WARN-LSMCOSG-BULK","WARN-LSMCOSG-BULK","Monokrom LSM Cosmetic Green","2022-06-06 00:10:18","Confirmed","","2","Confirmed"
"WARN-LSMTITA-BULK","WARN-LSMTITA-BULK","Monokrom LSM Titan","2022-06-06 06:20:32","Confirmed","","5","Confirmed"
"WARN-TOA403-BULK","WARN-TOA403-BULK","Monokrom LSM Tudor Oak","2022-06-06 00:10:28","Confirmed","","2","Confirmed"
"WARN-C19011CB-BULK","WARN-C19011CB-BULK","Monokrom Lipcream C19-011","2022-06-06 06:20:38","Confirmed","","5","Confirmed"
"WARN-C19012CB-BULK","WARN-C19012CB-BULK","Monokrom Lipcream C19-012","2022-06-06 06:20:42","Confirmed","","5","Confirmed"
"WARN-C335138CB-BULK","WARN-C335138CB-BULK","Monokrom Lipcream C33-5138","2022-06-06 06:20:45","Confirmed","","5","Confirmed"
"WARN-C338073CB-BULK","WARN-C338073CB-BULK","Monokrom Lipcream C33-8073","2022-06-06 06:20:49","Confirmed","","5","Confirmed"
"WARN-C394433CB0-BULK","WARN-C394433CB0-BULK","Monokrom Lipcream C39-4433","2022-06-06 06:20:52","Confirmed","","5","Confirmed"
"WARN-COGOCB-BULK","WARN-COGOCB-BULK","Monokrom Lipcream Cogilor Ochre","2022-06-06 06:20:59","Confirmed","","5","Confirmed"
"WARN-TITAOTSCB-BULK","WARN-TITAOTSCB-BULK","Monokrom Lipcream Titan OTS","2022-06-06 06:21:02","Confirmed","","5","Confirmed"
"WARN-TOA506CB-BULK","WARN-TOA506CB-BULK","Monokrom Lipcream Tudor Orchid","2022-06-06 06:21:05","Confirmed","","5","Confirmed"
"WARN-TPA502CB-BULK","WARN-TPA502CB-BULK","Monokrom Lipcream Tudor Paeony","2022-06-06 06:21:08","Confirmed","","5","Confirmed"
"WARN-TOA403CB-BULK","WARN-TOA403CB-BULK","Monokrom Lipcream Tudor oak","2022-06-06 06:21:12","Confirmed","","5","Confirmed"
"WARN-TETDMS-BULK","WARN-TETDMS-BULK","Monokrom Serbuk Tudor Eboni","2022-06-06 06:21:20","Confirmed","","5","Confirmed"
"WARN-RED3ASTDMS-BULK","WARN-RED3ASTDMS-BULK","Monokrom Serbuk Warna Merah 3 AS","2022-06-06 06:21:23","Confirmed","","5","Confirmed"
"WARN-MKRTC-BULK","WARN-MKRTC-BULK","Monokrom Titan Coated","2022-06-06 06:21:27","Confirmed","","5","Confirmed"
"WARN-TOA403-02BULK","WARN-TOA403-02BULK","Monokrom Tudor Oak","2022-06-06 06:21:30","Confirmed","","5","Confirmed"
"WARN-TOA506-MONOKRO","WARN-TOA506-MONOKRO","Monokrom Tudor Orchid","2022-06-06 06:21:33","Confirmed","","5","Confirmed"
"WARN-TPA502-MONOKRO","WARN-TPA502-MONOKRO","Monokrom Tudor Paeony","2022-06-06 06:21:36","Confirmed","","5","Confirmed"
"WARN-LSC43001-BULK","WARN-LSC43001-BULK","Monokrom Warna Lip Stain C43-001 Bulk","2022-06-06 06:21:58","Confirmed","","5","Confirmed"
"WARN-RED6LM4-01-BULK","WARN-RED6LM4-01-BULK","Monokrom Warna Red 6 LM","2022-06-06 06:22:12","Confirmed","","5","Confirmed"
"WARN-A450TDMS-BULK","WARN-A450TDMS-BULK","Monokrom serbuk C33-450M","2022-06-06 06:22:15","Confirmed","","5","Confirmed"
"WARN-SI217TDMS-BULK","WARN-SI217TDMS-BULK","Monokrom serbuk si 2 red 217","2022-06-06 06:22:18","Confirmed","","5","Confirmed"
"WARN-S12YL-BULK","WARN-S12YL-BULK","PAsta Warna S1-2 Yellow","2022-06-06 06:43:03","Confirmed","","5","Confirmed"
"CONP-PSEFCCR0-W","CONP-PSEFCCR0-W","PS Container Printing Exclusive Flawless Cover Cushion W,Digital Printed by PTI","2022-07-12 02:36:06","Confirmed","","0","Draft"
"CONP-PSETWCR0-W","CONP-PSETWCR0-W","PS Container Printing Exclusive Two Way Cake W,Digital Printed by PTI","2022-07-12 02:36:24","Confirmed","","0","Draft"
"PAPS-UVSAFE-WM","PAPS-UVSAFE-WM","Papercard Sticker UVS AF Essence WM","2022-06-06 07:00:23","Confirmed","","3","Confirmed"
"WARN-PFCTE-BULK","WARN-PFCTE-BULK","Pasta WArna Found cream Tudor ebony Bulk (Kg)","2022-06-06 07:06:48","Confirmed","","5","Confirmed"
"WARN-C19011-01BULK","WARN-C19011-01BULK","Pasta Warna C19-011 (kg)","2022-06-06 07:06:54","Confirmed","","5","Confirmed"
"WARN-C19012-01BULK","WARN-C19012-01BULK","Pasta Warna C19-012","2022-06-06 07:07:00","Confirmed","","5","Confirmed"
"WARN-C33-5138-PST","WARN-C33-5138-PST","Pasta Warna C33- 5138 (kg)","2022-06-06 07:07:06","Confirmed","","5","Confirmed"
"WARN-C338-02BULK","WARN-C338-02BULK","Pasta Warna C33-8073 Bulk","2022-06-06 07:07:09","Confirmed","","5","Confirmed"
"WARN-COGO-01BULK","WARN-COGO-01BULK","Pasta Warna Cogilor Orch","2022-06-06 07:07:12","Confirmed","","5","Confirmed"
"WARN-PFCSR-BULK","WARN-PFCSR-BULK","Pasta Warna Found Cream Si 2 Red 217 R 0722236","2022-06-06 07:07:15","Confirmed","","5","Confirmed"
"WARN-PFCS-BULK","WARN-PFCS-BULK","Pasta Warna Found Cream Si 2 Red 516","2022-06-06 07:07:18","Confirmed","","5","Confirmed"
"WARN-PFCSY-BULK","WARN-PFCSY-BULK","Pasta Warna Found Cream Si 2 yellow Bulk (Kg)","2022-06-06 07:07:21","Confirmed","","5","Confirmed"
"WARN-M3AS-BULK","WARN-M3AS-BULK","Pasta Warna Merah 3 AS bulk","2022-06-06 07:08:07","Confirmed","","5","Confirmed"
"WARN-RED6LM4-BULK","WARN-RED6LM4-BULK","Pasta Warna Red 6 LM","2022-06-06 07:08:13","Confirmed","","5","Confirmed"
"WARN-TOA403-01BULK","WARN-TOA403-01BULK","Pasta Warna Tudor Oak A.403","2022-06-06 07:08:19","Confirmed","","5","Confirmed"
"WARN-TOA506-01-BULK","WARN-TOA506-01-BULK","Pasta Warna Tudor Orchid","2022-06-06 07:08:22","Confirmed","","5","Confirmed"
"WARN-TPA502-01-BULK","WARN-TPA502-01-BULK","Pasta Warna Tudor Paeony","2022-06-06 07:08:25","Confirmed","","5","Confirmed"
"WARN-K3AS-BULK","WARN-K3AS-BULK","Pasta Warna kuning 3 AS bulk","2022-06-06 07:08:51","Confirmed","","5","Confirmed"
"WARN-S12RN217-BULK","WARN-S12RN217-BULK","Pasta warna S1-2 Red 217","2022-06-06 07:09:17","Confirmed","","5","Confirmed"
"WARN-TI-MKR","WARN-TI-MKR","Pasta warna Titan (Kg)","2022-06-06 07:09:20","Confirmed","","5","Confirmed"
"WARN-TOTSB-BULK","WARN-TOTSB-BULK","Pasta warna Titan OTS B Bulk","2022-06-06 07:09:22","Confirmed","","5","Confirmed"
"PPUF-LBCPR-W","PPUF-LBCPR-W","Plastik+Puff Lightening BB Cake Powder Refill W","2022-06-06 07:21:27","Confirmed","","1","Confirmed"
"POTP-BGSPAREV17-P","POTP-BGSPAREV17-P","Pot Print Botanical Garden SPA Rev-1 720 ml Putri","2022-06-06 07:37:28","Confirmed","","5","Confirmed"
"POTP-BGSPA720N_-P","POTP-BGSPA720N_-P","Pot Print Botanical Garden Spa 720 ml Putri","2022-06-06 07:37:30","Confirmed","","5","Confirmed"
"POTP-CBGINREV17-P","POTP-CBGINREV17-P","Pot Print Crambath Ginseng Rev-1  720 ml Putri","2022-06-06 07:37:33","Confirmed","","5","Confirmed"
"POTP-CBA-P720","POTP-CBA-P720","Pot Print Cream Bath Avocado 720 ml Elm.putri","2022-06-06 07:37:42","Confirmed","","5","Confirmed"
"POTP-CBK720-P","POTP-CBK720-P","Pot Print Cream Bath Kemiri 720 ml Elm.putri","2022-06-06 07:37:50","Confirmed","","5","Confirmed"
"POTP-CBAV720REV-P","POTP-CBAV720REV-P","Pot Print Creambath Aloe Vera Rev-1  720 ml Putri","2022-06-06 07:37:59","Confirmed","","5","Confirmed"
"POTP-CBA720N_L-P","POTP-CBA720N_L-P","Pot Print Creambath Avocado Rev-1 720 ml Putri","2022-06-06 07:38:05","Confirmed","","5","Confirmed"
"POTP-CBA720REV1-P","POTP-CBA720REV1-P","Pot Print Creambath Avocado Rev-1 720 ml Putri","2022-06-06 07:38:03","Confirmed","","5","Confirmed"
"POTP-CBC720N_L-P","POTP-CBC720N_L-P","Pot Print Creambath Cream Putri 720 ml","2022-06-06 07:38:08","Confirmed","","5","Confirmed"
"POTP-CBGIN720N_-P","POTP-CBGIN720N_-P","Pot Print Creambath Ginseng 720 ml Putri","2022-06-06 07:38:11","Confirmed","","5","Confirmed"
"POTP-RSPAR1720-P","POTP-RSPAR1720-P","Pot Print Creambath Rich SPA Rev-1 720 ml Putri","2022-06-06 07:38:23","Confirmed","","5","Confirmed"
"POTP-CBSPALAVRE-P","POTP-CBSPALAVRE-P","Pot Print Creambath SPA lavender Rev-1  720 ml Putri","2022-06-06 07:38:26","Confirmed","","5","Confirmed"
"POTP-CBSPALAV72-P","POTP-CBSPALAV72-P","Pot Print Creambath Spa Lavender 720 ml Putri","2022-06-06 07:38:30","Confirmed","","5","Confirmed"
"POTP-GDTC250-IX","POTP-GDTC250-IX","Pot Print Green Douce Treatment Crme 250 ml IX","2022-06-06 07:38:39","Confirmed","","5","Confirmed"
"POTP-GDTC500-IX","POTP-GDTC500-IX","Pot Print Green Douce Treatment Crme 500 ml IX","2022-06-06 07:38:41","Confirmed","","5","Confirmed"
"POTP-HMP720-P","POTP-HMP720-P","Pot Print Hair Mask Platinum Putri 720 ml Elm.putri","2022-06-06 07:38:44","Confirmed","","5","Confirmed"
"POTP-HMSPAREV17-P","POTP-HMSPAREV17-P","Pot Print Hair Mask Spa Rev-1 Putri 720 ml","2022-06-06 07:38:48","Confirmed","","5","Confirmed"
"POTP-NP3P-P720","POTP-NP3P-P720","Pot Print Neutralizer Platinum Putri 720 ml Elm.putri","2022-06-06 07:38:50","Confirmed","","5","Confirmed"
"POTP-LWOBS720RE-P","POTP-LWOBS720RE-P","Pot Print Olive Body Scrub Rev-1 720 ml Putri","2022-06-06 07:38:53","Confirmed","","5","Confirmed"
"POTP-LWOBS720N_-P","POTP-LWOBS720N_-P","Pot Print Olive Body scrub N_L  720 ml Putri","2022-06-06 07:38:56","Confirmed","","5","Confirmed"
"POTP-PCLBHM250-IX","POTP-PCLBHM250-IX","Pot Print Pro Colorlock Booster HM 250 ml IX","2022-06-06 07:39:02","Confirmed","","5","Confirmed"
"POTP-PCLBHM500-IX","POTP-PCLBHM500-IX","Pot Print Pro Colorlock Booster HM 500 ml IX","2022-06-06 07:39:05","Confirmed","","5","Confirmed"
"POTP-PISHM250-IX","POTP-PISHM250-IX","Pot Print Pro Incredible Smooth HM 250 ml IX","2022-06-06 07:39:07","Confirmed","","5","Confirmed"
"POTP-PISHM500-IX","POTP-PISHM500-IX","Pot Print Pro Incredible Smooth HM 500 ml IX","2022-06-06 07:39:11","Confirmed","","5","Confirmed"
"POTP-PISTHM250-IX","POTP-PISTHM250-IX","Pot Print Pro Incredible Strength HM 250 ml IX","2022-06-06 07:39:13","Confirmed","","5","Confirmed"
"POTP-PISTHM500-IX","POTP-PISTHM500-IX","Pot Print Pro Incredible Strength HM 500 ml IX","2022-06-06 07:39:18","Confirmed","","5","Confirmed"
"POTP-PTCHM250-IX","POTP-PTCHM250-IX","Pot Print Pro Timeless Care HM 250 ml IX","2022-06-06 07:39:20","Confirmed","","5","Confirmed"
"POTP-PTCHM500-IX","POTP-PTCHM500-IX","Pot Print Pro Timeless Care HM 500 ml IX","2022-06-06 07:39:24","Confirmed","","5","Confirmed"
"POTP-P1720REV1-P","POTP-P1720REV1-P","Pot Print Pustraite I Rev-1 720 ml Putri","2022-06-06 07:39:26","Confirmed","","5","Confirmed"
"POTP-P2720REV1-P","POTP-P2720REV1-P","Pot Print Pustraite step II Rev-1  720 ml Putri","2022-06-06 07:39:29","Confirmed","","5","Confirmed"
"POTP-P-P720","POTP-P-P720","Pot Print Pustreite I 720 ml Elm.putri","2022-06-06 07:39:32","Confirmed","","5","Confirmed"
"POTP-PP3P-P720","POTP-PP3P-P720","Pot Print Pustreite Platinum 720 ml Elm.putri","2022-06-06 07:39:38","Confirmed","","5","Confirmed"
"POTP-P1720N_L-P","POTP-P1720N_L-P","Pot Print Pustreite Step 1 Putri 720 ml","2022-06-06 07:39:41","Confirmed","","5","Confirmed"
"POTP-RSPA720N_L-P","POTP-RSPA720N_L-P","Pot Print Rich Spa Putri 720 ml","2022-06-06 07:39:47","Confirmed","","5","Confirmed"
"POTP-SETC250-IX","POTP-SETC250-IX","Pot Print SPA Eaux-prience Treatment Crme 250 ml IX","2022-06-06 07:39:49","Confirmed","","5","Confirmed"
"POTP-SETC500-IX","POTP-SETC500-IX","Pot Print SPA Eaux-prience Treatment Crme 500 ml IX","2022-06-06 07:39:53","Confirmed","","5","Confirmed"
